PCP,Well,Date,Time,THP,THT,Status,PLATFORM,WELL,StatusUPD
828.8591847336592,A015S,2019-03-15,0,86.51578419867278,55.37184379750751,1,Samarang,,1
828.4636721508001,A015S,2019-03-16,0,85.71544790195465,42.22779999832922,1,Samarang,,1
828.9632914845624,A015S,2019-03-17,0,86.49497535428291,45.52236046252425,1,Samarang,,1
828.4946749090753,A015S,2019-03-18,0,86.02723254257242,49.613958836727335,1,Samarang,,1
828.4978766234302,A015S,2019-03-19,0,85.9324378456695,50.24047036530753,1,Samarang,,1
830.0736982812793,A015S,2019-03-20,0,86.38518749724103,50.04529508140157,1,Samarang,,1
830.0984240222265,A015S,2019-03-21,0,86.06025191911539,47.77436323560492,1,Samarang,,1
830.4255536355148,A015S,2019-03-22,0,85.84877408350323,47.76018918539491,1,Samarang,,1
830.7878515241063,A015S,2019-03-23,0,86.00587343325499,51.91274531427175,1,Samarang,,1
829.911161283504,A015S,2019-03-24,0,85.89012611668558,49.85521708471518,1,Samarang,,1
829.7394354226842,A015S,2019-03-25,0,86.21470718380579,51.386897378785434,1,Samarang,,1
820.5178319563323,A015S,2019-03-26,0,85.32880238750771,49.57854894702721,1,Samarang,,1
825.9087152389536,A015S,2019-03-27,0,91.05273552688139,48.842526599956855,1,Samarang,,1
826.9055648532443,A015S,2019-03-28,0,87.79236889944526,47.64834100058665,1,Samarang,,1
820.2198048312246,A015S,2019-03-29,0,53.379347344209414,48.80864027981606,1,Samarang,,1
802.6331909871286,A015S,2019-03-30,0,98.82112841533444,49.535343397499744,1,Samarang,,1
809.9196967038408,A015S,2019-03-31,0,99.10165031033281,47.81091522409535,1,Samarang,,1
790.4664397710093,A015S,2019-04-01,0,108.4130362885216,51.27689476944188,1,Samarang,,1
786.3530477866366,A015S,2019-04-02,0,103.6764339673381,50.80964362652576,1,Samarang,,1
793.3273538953403,A015S,2019-04-03,0,104.6429983051599,52.0274638743165,1,Samarang,,1
795.4759911640375,A015S,2019-04-04,0,102.61835915329908,51.122658336083646,1,Samarang,,1
794.0771983996943,A015S,2019-04-05,0,107.80103002864655,49.93442172259018,1,Samarang,,1
796.4899217946274,A015S,2019-04-06,0,107.45995262067015,50.49077204944456,1,Samarang,,1
790.848210455307,A015S,2019-04-07,0,106.47424744999196,49.904372311352496,1,Samarang,,1
785.4661724595777,A015S,2019-04-08,0,106.35665462236892,52.43504725059091,1,Samarang,,1
797.5445119300631,A015S,2019-04-09,0,109.03413994608124,51.81258338875185,1,Samarang,,1
794.6379493097568,A015S,2019-04-10,0,108.45162861215283,51.13218488114216,1,Samarang,,1
794.3505263982208,A015S,2019-04-11,0,107.52590711467677,51.05072040319854,1,Samarang,,1
791.5686636927272,A015S,2019-04-12,0,106.3099651547911,51.82824929181744,1,Samarang,,1
796.8842385966468,A015S,2019-04-13,0,108.4036267366183,50.580766558071005,1,Samarang,,1
796.8632525351494,A015S,2019-04-14,0,108.31818552879238,52.38309941194118,1,Samarang,,1
796.3160952332455,A015S,2019-04-15,0,108.30504487251031,47.48358248962529,1,Samarang,,1
795.3976782094511,A015S,2019-04-16,0,108.32152341954529,46.62810940399651,1,Samarang,,1
791.4321375438088,A015S,2019-04-17,0,106.9131237551629,51.89055729875653,1,Samarang,,1
791.3000346846229,A015S,2019-04-18,0,105.96984427362116,47.91151825410505,1,Samarang,,1
791.3567693212605,A015S,2019-04-19,0,105.983082263827,51.194835015769435,1,Samarang,,1
791.9763585888813,A015S,2019-04-20,0,106.26307011256836,49.23463556357426,1,Samarang,,1
791.5202759714036,A015S,2019-04-21,0,106.79171059694228,50.9114607087458,1,Samarang,,1
789.1672105567376,A015S,2019-04-22,0,106.37659159144154,51.493913727568,1,Samarang,,1
789.0254772531671,A015S,2019-04-23,0,106.082637183054,51.51142538945015,1,Samarang,,1
789.3225463130641,A015S,2019-04-24,0,105.48212335650645,49.17135955642056,1,Samarang,,1
789.8272206076962,A015S,2019-04-25,0,105.51087012513008,52.533758147117254,1,Samarang,,1
789.4508280568034,A015S,2019-04-26,0,105.65497504336092,48.01147651533925,1,Samarang,,1
789.5174180777556,A015S,2019-04-27,0,104.82052906484192,47.125502978353744,1,Samarang,,1
792.025569967833,A015S,2019-04-28,0,105.83228533289368,47.44261183823613,1,Samarang,,1
789.970010092518,A015S,2019-04-29,0,105.57794159494823,50.85010702765429,1,Samarang,,1
790.1988444898388,A015S,2019-04-30,0,104.8315171377757,49.481577031818375,1,Samarang,,1
793.7402340382963,A015S,2019-05-01,0,103.89863339218311,50.277342599480484,1,Samarang,,1
795.8048757044991,A015S,2019-05-02,0,106.68665213082286,51.592155364009045,1,Samarang,,1
791.7544772062593,A015S,2019-05-03,0,107.42893312771062,50.77929350754747,1,Samarang,,1
790.249641612579,A015S,2019-05-04,0,107.27605609651201,50.82324804691457,1,Samarang,,1
787.621071185861,A015S,2019-05-05,0,108.31762928304012,51.04720491656492,1,Samarang,,1
789.3294697907496,A015S,2019-05-06,0,107.6458950411869,51.79417852423192,1,Samarang,,1
788.2329112845832,A015S,2019-05-07,0,107.87541604089401,50.01223575731056,1,Samarang,,1
778.6255781800992,A015S,2019-05-08,0,111.69015232830367,50.335049734351465,1,Samarang,,1
777.1771212716882,A015S,2019-05-09,0,112.02866367113063,48.44513299115639,1,Samarang,,1
777.8874363235188,A015S,2019-05-10,0,113.12278656513014,49.811861271276214,1,Samarang,,1
775.8943610167906,A015S,2019-05-11,0,113.22914112397386,49.481811139859744,1,Samarang,,1
777.188031596501,A015S,2019-05-12,0,112.90164335562393,47.81805876427365,1,Samarang,,1
777.037313630775,A015S,2019-05-13,0,113.80387695016682,48.49668894178108,1,Samarang,,1
781.2042237397438,A015S,2019-05-14,0,111.53740137193013,49.671231101081744,1,Samarang,,1
780.6761535690088,A015S,2019-05-15,0,112.7818044862552,50.36438175153943,1,Samarang,,1
774.3070453551184,A015S,2019-05-16,0,111.32130973232,49.21879765336578,1,Samarang,,1
774.0900796110659,A015S,2019-05-17,0,113.23603416955628,50.51788340284139,1,Samarang,,1
769.174579223138,A015S,2019-05-18,0,115.61362150042193,52.1931031359976,1,Samarang,,1
765.4565169850879,A015S,2019-05-19,0,113.9605169862733,49.156892280895384,1,Samarang,,1
763.8958467815082,A015S,2019-05-20,0,114.89781526752847,51.33821883348861,1,Samarang,,1
757.7342542482972,A015S,2019-05-21,0,136.6868218676125,50.96160965948049,1,Samarang,,1
757.0967744126417,A015S,2019-05-22,0,137.67068535588297,56.277385483220755,1,Samarang,,1
757.0745904071634,A015S,2019-05-23,0,137.51686364539853,56.47576091665669,1,Samarang,,1
731.309631105621,A015S,2019-05-24,0,133.27330246631567,52.7613402082286,1,Samarang,,1
735.9091142689289,A015S,2019-05-25,0,134.4506111873336,57.210788294056094,1,Samarang,,1
745.2614332113925,A015S,2019-05-26,0,136.4592888218493,56.244405678289425,1,Samarang,,1
729.391879246789,A015S,2019-05-27,0,133.6700511789848,53.297835773052135,1,Samarang,,1
752.1666712475757,A015S,2019-05-28,0,137.70210081509498,52.24415433506176,1,Samarang,,1
748.1810503513442,A015S,2019-05-29,0,138.43577545806122,49.62783995911171,1,Samarang,,1
744.5926638149856,A015S,2019-05-30,0,138.28069768251967,50.59687160404136,1,Samarang,,1
748.8737329657731,A015S,2019-05-31,0,138.39852172265466,51.7541493109904,1,Samarang,,1
749.3561414313991,A015S,2019-06-01,0,138.8864179918869,52.56677242442423,1,Samarang,,1
749.2330513184339,A015S,2019-06-02,0,138.9472563760518,52.42144713449478,1,Samarang,,1
747.1591870162107,A015S,2019-06-03,0,138.69484525195193,51.91085729909918,1,Samarang,,1
744.5150312278348,A015S,2019-06-04,0,140.25442341770162,49.72553602792981,1,Samarang,,1
747.7722598597844,A015S,2019-06-05,0,139.40932764656648,48.49765515994806,1,Samarang,,1
745.4586584844606,A015S,2019-06-06,0,138.52207963822028,50.50503635133501,1,Samarang,,1
750.1298639339115,A015S,2019-06-07,0,139.8839174314771,49.883109682655835,1,Samarang,,1
746.7390105853445,A015S,2019-06-08,0,140.6225487721965,52.56251164646759,1,Samarang,,1
743.7030576547173,A015S,2019-06-09,0,142.02755083568894,46.778525855701396,1,Samarang,,1
723.9014251765068,A015S,2019-06-10,0,148.78887990970688,50.434311739471546,1,Samarang,,1
718.7282628383555,A015S,2019-06-11,0,149.3879475892972,54.369676708018844,1,Samarang,,1
713.3526519597305,A015S,2019-06-12,0,148.1240924652428,55.40479601014017,1,Samarang,,1
720.203071446302,A015S,2019-06-13,0,150.18121254624234,48.4117547598765,1,Samarang,,1
720.73559433213,A015S,2019-06-14,0,148.8343788250295,51.93701057922614,1,Samarang,,1
720.7449606683099,A015S,2019-06-15,0,150.1512441631695,51.85979849402415,1,Samarang,,1
720.5934121239188,A015S,2019-06-16,0,150.27336515909067,52.96706284461933,1,Samarang,,1
721.9762528645676,A015S,2019-06-17,0,150.44460510735163,52.099212612543944,1,Samarang,,1
720.2582373834465,A015S,2019-06-18,0,149.89338949705342,56.934038472450894,1,Samarang,,1
719.6188663165256,A015S,2019-06-19,0,150.5180689080553,56.35726168862393,1,Samarang,,1
719.6484974156768,A015S,2019-06-20,0,151.52650101585604,55.20224909282351,1,Samarang,,1
720.2647106303134,A015S,2019-06-21,0,150.67091284029138,54.54132249392191,1,Samarang,,1
718.6908264378517,A015S,2019-06-22,0,150.7151482158673,53.06525046106058,1,Samarang,,1
716.7773502886448,A015S,2019-06-23,0,151.10589350992655,51.81610491999993,1,Samarang,,1
703.8707340793516,A015S,2019-06-24,0,156.68067668136413,52.28686306852736,1,Samarang,,1
701.0910072530603,A015S,2019-06-25,0,155.64658666522226,50.989928413374976,1,Samarang,,1
673.6222842985271,A015S,2019-06-26,0,170.2865653576696,51.62287212646662,1,Samarang,,1
676.8592322606651,A015S,2019-06-27,0,172.48830818490808,50.49380496184605,1,Samarang,,1
673.8149916932509,A015S,2019-06-28,0,172.37207557855973,50.98588435744988,1,Samarang,,1
671.6896966754995,A015S,2019-06-29,0,170.57664951833198,55.388885982356484,1,Samarang,,1
672.262380654585,A015S,2019-06-30,0,170.83535468364877,56.480653037241396,1,Samarang,,1
672.0369455004193,A015S,2019-07-01,0,169.80856199009085,48.3153191226201,1,Samarang,,1
668.2261621543277,A015S,2019-07-02,0,168.32586251932725,53.28048004508623,1,Samarang,,1
667.6002837798643,A015S,2019-07-03,0,168.2149348301322,55.92103000014538,1,Samarang,,1
667.571532133604,A015S,2019-07-04,0,168.60782166381733,55.99934932992644,1,Samarang,,1
667.9252857571655,A015S,2019-07-05,0,170.55004525127805,55.05069385949051,1,Samarang,,1
662.5418484817898,A015S,2019-07-06,0,166.33565607984,57.317462090590524,1,Samarang,,1
663.1705375887685,A015S,2019-07-07,0,167.7085679125406,56.94702681102848,1,Samarang,,1
662.78442982402,A015S,2019-07-08,0,167.46870073135972,59.19118733131737,1,Samarang,,1
664.7056400651189,A015S,2019-07-09,0,167.46151109576914,60.39949676293774,1,Samarang,,1
662.9536110861054,A015S,2019-07-10,0,167.09717509529233,50.64851464007887,1,Samarang,,1
663.9792416873187,A015S,2019-07-11,0,167.9366975004146,50.74904351880861,1,Samarang,,1
663.660062844595,A015S,2019-07-12,0,167.9540112048717,59.33730335987259,1,Samarang,,1
666.1170080961473,A015S,2019-07-13,0,168.62877997579315,61.26913384467441,1,Samarang,,1
666.9763178934817,A015S,2019-07-14,0,169.07432883831183,58.18945501066772,1,Samarang,,1
666.9537007071915,A015S,2019-07-15,0,169.61334899912268,56.80886624382086,1,Samarang,,1
662.1515372310748,A015S,2019-07-16,0,167.80307804593738,52.912593282433,1,Samarang,,1
663.869734465051,A015S,2019-07-17,0,168.814794657547,52.799653191163344,1,Samarang,,1
482.6218029526806,A015S,2019-07-18,0,121.56752512327483,62.00038875652297,1,Samarang,,1
499.49989937700906,A015S,2019-07-19,0,123.86798389740137,65.72486205154328,1,Samarang,,1
500.3094976836112,A015S,2019-07-20,0,123.55203093312662,63.023403085110736,1,Samarang,,1
500.2564496341642,A015S,2019-07-21,0,126.98563823381248,61.15715466308207,1,Samarang,,1
497.92600593759374,A015S,2019-07-22,0,123.32846125000384,57.25985657413462,1,Samarang,,1
501.55354845364985,A015S,2019-07-23,0,123.07655963253823,56.37234686712567,1,Samarang,,1
501.60635448498454,A015S,2019-07-24,0,126.2634757333935,54.03169246010909,1,Samarang,,1
501.8077896808701,A015S,2019-07-25,0,126.14357639004801,57.48565122628052,1,Samarang,,1
503.2931337581859,A015S,2019-07-26,0,126.44061514454572,59.26233999682124,1,Samarang,,1
499.6071471637409,A015S,2019-07-27,0,125.5586181422399,57.99322672176748,1,Samarang,,1
497.2205113547313,A015S,2019-07-28,0,124.83706461374096,61.16843031219492,1,Samarang,,1
496.7141356894644,A015S,2019-07-29,0,124.47097842781663,55.11238618922215,1,Samarang,,1
486.28778568796264,A015S,2019-07-30,0,121.41466827271051,56.442688389547214,1,Samarang,,1
695.2920202019584,A015S,2019-07-31,0,546.1851645142698,58.96144702933628,1,Samarang,,1
693.3281335303055,A015S,2019-08-01,0,688.2487133983267,57.56515070784869,1,Samarang,,1
694.6471462363809,A015S,2019-08-02,0,689.5357480918952,56.12392649521518,1,Samarang,,1
695.5409973581422,A015S,2019-08-03,0,691.3546648016297,57.239184120427836,1,Samarang,,1
695.5455047623859,A015S,2019-08-04,0,691.9474748759224,58.86153657315982,1,Samarang,,1
695.5363423767305,A015S,2019-08-05,0,693.4922561271452,58.313368560757084,1,Samarang,,1
695.9961827651596,A015S,2019-08-06,0,693.6635484164262,58.489150477277036,1,Samarang,,1
695.9866501641843,A015S,2019-08-07,0,693.7332133231171,58.66292697390783,1,Samarang,,1
366.22436095302163,A015S,2019-08-08,0,85.48653353852995,59.33870644798625,1,Samarang,,1
342.34011403095457,A015S,2019-08-09,0,80.88637588836251,59.47392785046499,1,Samarang,,1
442.33332474389124,A015S,2019-08-10,0,106.78321768086336,62.71259519159033,1,Samarang,,1
530.8356230066877,A015S,2019-08-11,0,124.78662823565888,60.18233085137923,1,Samarang,,1
546.012048028009,A015S,2019-08-12,0,128.51084513285798,58.595743283691334,1,Samarang,,1
554.415303317015,A015S,2019-08-13,0,133.77649559882002,63.78099375121314,1,Samarang,,1
550.1863308756385,A015S,2019-08-14,0,134.3469899131553,59.06254260044443,1,Samarang,,1
557.6233396367651,A015S,2019-08-15,0,135.34702545887535,58.29920858770919,1,Samarang,,1
546.6320684542447,A015S,2019-08-16,0,134.58671378991104,58.25036598291798,1,Samarang,,1
542.0606222099698,A015S,2019-08-17,0,134.13541046633227,58.255073022212315,1,Samarang,,1
542.3864905146054,A015S,2019-08-18,0,134.1033139802769,61.362128816902064,1,Samarang,,1
542.9169278158065,A015S,2019-08-19,0,134.03465960665505,60.49922091854509,1,Samarang,,1
527.8852188548697,A015S,2019-08-20,0,130.23208418920413,58.29683684211136,1,Samarang,,1
547.5551596831743,A015S,2019-08-21,0,133.77139056111906,60.880456683130035,1,Samarang,,1
543.212700463966,A015S,2019-08-22,0,134.05512932319417,56.477835081363786,1,Samarang,,1
541.1399882427944,A015S,2019-08-23,0,132.51386815296203,56.41825909392726,1,Samarang,,1
548.8858931364807,A015S,2019-08-24,0,136.73462310527051,55.31528534886179,1,Samarang,,1
544.4745087722998,A015S,2019-08-25,0,135.21058312466127,52.323952762447064,1,Samarang,,1
696.4799963354002,A015S,2019-08-26,0,177.80355625844214,50.84725187924008,1,Samarang,,1
699.1253150581528,A015S,2019-08-27,0,176.3842108050509,57.47284481945081,1,Samarang,,1
682.1830172792289,A015S,2019-08-28,0,172.52287190724832,57.4788915385162,1,Samarang,,1
512.9926665381693,A015S,2019-08-29,0,129.1660285095828,58.5846956242089,1,Samarang,,1
509.3285164047834,A015S,2019-08-30,0,127.44676721612487,54.293391869032526,1,Samarang,,1
514.9726185201089,A015S,2019-08-31,0,126.96045633159305,60.68755432451436,1,Samarang,,1
522.2504553045718,A015S,2019-09-01,0,129.37081247875847,57.81411117410801,1,Samarang,,1
520.607186795064,A015S,2019-09-02,0,128.29656203761436,58.49077707438402,1,Samarang,,1
518.7270511314076,A015S,2019-09-03,0,126.81212151970867,57.85638795575709,1,Samarang,,1
521.6513712756521,A015S,2019-09-04,0,125.03101998225027,61.20872473903104,1,Samarang,,1
521.4101747301197,A015S,2019-09-05,0,124.37786716607762,58.93465291257997,1,Samarang,,1
519.0646867460873,A015S,2019-09-06,0,123.81281018215782,60.28440787377134,1,Samarang,,1
515.8500063775019,A015S,2019-09-07,0,122.93962471528019,57.92263672529517,1,Samarang,,1
512.8996538187519,A015S,2019-09-08,0,122.0352734673757,58.65988858489764,1,Samarang,,1
499.7692698567919,A015S,2019-09-09,0,119.17486834498796,57.19417974596627,1,Samarang,,1
512.31243569725,A015S,2019-09-10,0,122.54930358651585,57.7891505656246,1,Samarang,,1
515.8191546968253,A015S,2019-09-11,0,122.71255422009581,59.139571329503084,1,Samarang,,1
514.1204450826849,A015S,2019-09-12,0,123.42641026394482,59.43339535545426,1,Samarang,,1
520.2795638813892,A015S,2019-09-13,0,124.20863444913856,59.65813498279372,1,Samarang,,1
517.1950762774176,A015S,2019-09-14,0,123.00361748413546,58.6965320356493,1,Samarang,,1
515.5841370887208,A015S,2019-09-15,0,122.9423425997565,59.20490483211815,1,Samarang,,1
503.3462679949895,A015S,2019-09-16,0,119.89760845633624,59.7089564387017,1,Samarang,,1
513.1454002575227,A015S,2019-09-17,0,123.70235061071702,59.72773238512288,1,Samarang,,1
510.36794278911503,A015S,2019-09-18,0,123.59280368960579,58.97940586937486,1,Samarang,,1
509.25997331128974,A015S,2019-09-19,0,122.63965887958608,62.100768130748506,1,Samarang,,1
512.0114196270679,A015S,2019-09-20,0,126.63182588492302,58.8093707658029,1,Samarang,,1
509.6350293089149,A015S,2019-09-21,0,125.71722053988529,58.649690084365055,1,Samarang,,1
504.6809450951002,A015S,2019-09-22,0,124.99260556392949,55.809284870720546,1,Samarang,,1
508.78256205626303,A015S,2019-09-23,0,126.45659255363839,59.512756826799325,1,Samarang,,1
508.03691516130027,A015S,2019-09-24,0,126.7852677722581,58.70965103874603,1,Samarang,,1
508.7302794498458,A015S,2019-09-25,0,123.36485777453782,54.59854464328728,1,Samarang,,1
507.79516799776025,A015S,2019-09-26,0,121.83945551426336,53.84105609429565,1,Samarang,,1
510.63915942784547,A015S,2019-09-27,0,122.73071723854267,55.092549080762176,1,Samarang,,1
512.9559687296237,A015S,2019-09-28,0,123.26477098491854,55.829706354951796,1,Samarang,,1
517.0218517559788,A015S,2019-09-29,0,123.86904508982182,54.369707039941446,1,Samarang,,1
513.9562830070646,A015S,2019-09-30,0,123.1379523559814,55.604789162600106,1,Samarang,,1
517.9185268717919,A015S,2019-10-01,0,123.56861736663807,56.64301888367679,1,Samarang,,1
517.5695889662866,A015S,2019-10-02,0,122.62923598398517,57.29923044938748,1,Samarang,,1
496.7950451949814,A015S,2019-10-03,0,120.65669082503648,58.18444808228116,1,Samarang,,1
507.33037137992204,A015S,2019-10-04,0,121.99583118025545,58.901330914579646,1,Samarang,,1
510.5425880560935,A015S,2019-10-05,0,122.91755170540516,60.39990600614887,1,Samarang,,1
525.4966404286245,A015S,2019-10-06,0,127.96934535542604,59.16398367277529,1,Samarang,,1
526.4149385168446,A015S,2019-10-07,0,127.36372352427028,57.65400789011055,1,Samarang,,1
525.7184170056912,A015S,2019-10-08,0,126.4740626440157,55.288222875134345,1,Samarang,,1
521.006011844362,A015S,2019-10-09,0,125.57563199442923,55.340395632392344,1,Samarang,,1
537.0857604151308,A015S,2019-10-10,0,126.93538625373206,55.528844535638065,1,Samarang,,1
531.7432853546844,A015S,2019-10-11,0,124.71895540201999,54.43883489687847,1,Samarang,,1
503.73460805096806,A015S,2019-10-12,0,116.2444948052977,51.5007098577662,1,Samarang,,1
507.6737535776858,A015S,2019-10-13,0,117.08365969985911,51.45052454998166,1,Samarang,,1
501.75488682288596,A015S,2019-10-14,0,118.09906305761025,57.57308621607419,1,Samarang,,1
501.5463598248649,A015S,2019-10-15,0,118.43240619589824,57.13757111419618,1,Samarang,,1
503.1749467381273,A015S,2019-10-16,0,118.78190320837126,58.07351540499982,1,Samarang,,1
503.5210378876196,A015S,2019-10-17,0,119.19899913801746,57.50684733760003,1,Samarang,,1
504.604107897822,A015S,2019-10-18,0,119.56355081839322,56.59721832816392,1,Samarang,,1
506.4679408091293,A015S,2019-10-19,0,119.86413809660885,59.71017522868252,1,Samarang,,1
516.9510626938996,A015S,2019-10-20,0,122.78619031114195,59.769448921595696,1,Samarang,,1
510.79113726714104,A015S,2019-10-21,0,121.12389209740188,59.02235091601238,1,Samarang,,1
512.5234953765804,A015S,2019-10-22,0,120.9677354884401,56.73405085080469,1,Samarang,,1
510.47501514032274,A015S,2019-10-23,0,120.85689190722222,55.23376172412,1,Samarang,,1
507.69038489928397,A015S,2019-10-24,0,121.07154546564894,52.79656701138955,1,Samarang,,1
